what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1393255336107
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1393255336107
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1393255336107
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1393315997578
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1393315997578
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1393315997578
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1393315997578
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1393315997578
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1393315997578
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1393315997578
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1393315997583
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1393315997583
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1393315997583
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1393315997583
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1393315997608
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1393315997608
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1393315997608
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1393315997608
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1393315997608
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1393315997608
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1393315997608
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1393315997613
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1393315997613
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1393315997613
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1393315997613
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1393315997613
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1393315997613
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1393315997623
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1393315997623
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1393315997623
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1393315997623
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1393315997623
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1393315997623
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1393315997628
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1393315997643
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1393315997643
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1393315997643
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1393315997643
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1393315997643
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1393315997643
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1393315997643
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1393315997643
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1393315997643
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1393315997643
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1393315997643
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1393315997643
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1393315997648
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1393315997648
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1393315997648
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1393315997648
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1393315997648
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1393315997648
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1393315997648
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1393315997648
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1393315997658
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1393315997663
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1393315997663
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1393315997663
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1393315997663
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1393315997663
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1393315997663
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1393315997663
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1393315997663
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1393315997663
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1393315997668
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1393315997668
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1393315997668
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1393315997668
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1393315997668
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1393315997693
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1393315997693
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1393315997718
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1393315997718
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1393315997723
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1393315997723
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1393315997723
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1393315997723
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1393315997723
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1393315997723
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1393315997723
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1393315997723
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1393315997728
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1393315997753
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1393315997753
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1393315997753
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1393315997758
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1393315997758
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1393315997758
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1393315997758
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1393315997758
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1393315997788
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1393315997788
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1393315997788
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1393315997788
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1393315997793
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1393315997793
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1393315997793
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1393315997793
os,sysinfo,,,"win32",1393315997793
arch,sysinfo,,,"x86",1393315997793
ws,sysinfo,,,"win32",1393315997793
locale,sysinfo,,,"it_IT",1393315997793
processors,sysinfo,,,"8",1393315997793
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1393315997793
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1393315997793
java.specification.name,sysinfo,,,"Java Platform API Specification",1393315997793
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1393315997793
java.specification.version,sysinfo,,,"1.6",1393315997793
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1393315997793
java.version,sysinfo,,,"1.6.0_23",1393315997793
java.vm.info,sysinfo,,,"mixed mode",1393315997793
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1393315997793
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1393315997793
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1393315997793
java.vm.specification.version,sysinfo,,,"1.0",1393315997793
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1393315997793
java.vm.version,sysinfo,,,"19.0-b09",1393315997793
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393316000228
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1393316000548
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1393316000718
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1393316001273
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1393316008978
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1393316009028
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1393316009028
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1393316009028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316009053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316028443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316033038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316033513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316034058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316034858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316036488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316036693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316040498
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1393316050829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316052974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316053254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316058449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316058494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316058609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316060124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316060219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316063784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316146632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316148852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316414176
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1393316421121
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1393316421136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316431156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316459166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316462556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316465811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316465826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316467131
executed,command,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project.commands.systemConsole",1393316467136
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393316467356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316467861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316476207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316477558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316480141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316486104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316788909
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393316794609
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1393316803859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316806049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316815684
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393316817344
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393316820639
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1393316820654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316827744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316829379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316831344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316832199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316836514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316854039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316859114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316859934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316869144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316900112
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1393316906632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393316910782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318046299
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393318048009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318051109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318054009
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393318058069
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393318058119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318061209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318088359
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393318096374
error,log,,,"WARNING: Prevented recursive attempt to activate part org.eclipse.cdt.ui.editor.CEditor while still in the middle of activating part org.eclipse.ui.navigator.ProjectExplorer",1393318097004
error,log,,,"WARNING: Prevented recursive attempt to activate part org.eclipse.cdt.ui.editor.CEditor while still in the middle of activating part org.eclipse.ui.navigator.ProjectExplorer",1393318097009
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393318111799
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1393318112379
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393318118309
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393318123204
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393318129649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318131539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318131694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318138019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318148859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318151594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318181484
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1393318184839
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393318203629
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393318204259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318206294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318207964
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1393318209034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318214954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393318231189
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393318231204
error,log,,,"WARNING: Prevented recursive attempt to activate part org.eclipse.cdt.ui.editor.CEditor while still in the middle of activating part org.eclipse.ui.navigator.ProjectExplorer",1393318231804
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393318231989
